login	uid	docid	jud	cjud
assessor470	470	3272	0	0
assessor361	361	3272	0	0
assessor309	309	3272	0	0
assessor375	375	3272	1	0
assessor283	283	3272	0	0
assessor397	397	3273	0	0
assessor164	164	3273	0	0
assessor454	454	3273	0	0
assessor160	160	3273	0	0
assessor305	305	3273	0	0
assessor472	472	3274	0	0
assessor143	143	3274	0	0
assessor548	548	3274	0	0
assessor137	137	3274	0	0
assessor391	391	3274	0	0
assessor447	447	3275	0	0
assessor103	103	3275	0	0
assessor118	118	3275	1	0
assessor562	562	3275	0	0
assessor199	199	3275	1	0
assessor67	67	3276	0	0
assessor410	410	3276	0	0
assessor239	239	3276	1	0
assessor300	300	3276	0	0
assessor361	361	3276	0	0
assessor171	171	3277	1	1
assessor567	567	3277	1	1
assessor159	159	3277	1	1
assessor168	168	3277	1	1
assessor66	66	3277	0	1
assessor155	155	3278	0	0
assessor87	87	3278	0	0
assessor466	466	3278	0	0
assessor161	161	3278	0	0
assessor490	490	3278	0	0
assessor34	34	3279	0	0
assessor332	332	3279	1	0
assessor515	515	3279	0	0
assessor589	589	3279	0	0
assessor369	369	3279	0	0
assessor194	194	3280	0	0
assessor575	575	3280	0	0
assessor475	475	3280	0	0
assessor102	102	3280	0	0
assessor505	505	3280	0	0
assessor420	420	3281	0	1
assessor26	26	3281	1	1
assessor451	451	3281	1	1
assessor225	225	3281	0	1
assessor231	231	3281	1	1
assessor579	579	3282	1	1
assessor233	233	3282	1	1
assessor159	159	3282	0	1
assessor456	456	3282	0	1
assessor372	372	3282	1	1
assessor206	206	3283	1	0
assessor7	7	3283	0	0
assessor51	51	3283	1	0
assessor242	242	3283	0	0
assessor275	275	3283	0	0
assessor46	46	3284	0	0
assessor440	440	3284	0	0
assessor51	51	3284	1	0
assessor134	134	3284	0	0
assessor312	312	3284	1	0
assessor402	402	3285	0	0
assessor41	41	3285	0	0
assessor434	434	3285	0	0
assessor533	533	3285	0	0
assessor45	45	3285	1	0
assessor142	142	3286	0	0
assessor581	581	3286	0	0
assessor104	104	3286	0	0
assessor574	574	3286	0	0
assessor326	326	3286	0	0
assessor535	535	3287	1	0
assessor565	565	3287	0	0
assessor241	241	3287	0	0
assessor199	199	3287	0	0
assessor300	300	3287	0	0
assessor458	458	3288	0	0
assessor113	113	3288	1	0
assessor107	107	3288	0	0
assessor150	150	3288	0	0
assessor416	416	3288	0	0
assessor480	480	3289	0	0
assessor447	447	3289	0	0
assessor413	413	3289	0	0
assessor299	299	3289	1	0
assessor283	283	3289	0	0
assessor162	162	3290	1	1
assessor237	237	3290	1	1
assessor74	74	3290	1	1
assessor421	421	3290	1	1
assessor117	117	3290	1	1
assessor245	245	3291	1	0
assessor494	494	3291	0	0
assessor294	294	3291	0	0
assessor515	515	3291	1	0
assessor146	146	3291	0	0
assessor25	25	3292	0	0
assessor297	297	3292	0	0
assessor38	38	3292	0	0
assessor151	151	3292	0	0
assessor512	512	3292	0	0
assessor35	35	3293	0	0
assessor542	542	3293	0	0
assessor270	270	3293	0	0
assessor25	25	3293	1	0
assessor525	525	3293	0	0
assessor4	4	3294	0	0
assessor47	47	3294	0	0
assessor399	399	3294	0	0
assessor445	445	3294	0	0
assessor97	97	3294	0	0
assessor354	354	3295	0	0
assessor58	58	3295	0	0
assessor593	593	3295	0	0
assessor301	301	3295	0	0
assessor114	114	3295	0	0
assessor107	107	3296	0	0
assessor510	510	3296	1	0
assessor329	329	3296	0	0
assessor445	445	3296	0	0
assessor503	503	3296	0	0
assessor272	272	3297	0	0
assessor201	201	3297	0	0
assessor482	482	3297	0	0
assessor526	526	3297	0	0
assessor576	576	3297	0	0
assessor194	194	3298	0	0
assessor171	171	3298	0	0
assessor316	316	3298	0	0
assessor408	408	3298	0	0
assessor8	8	3298	0	0
assessor469	469	3299	1	0
assessor425	425	3299	1	0
assessor95	95	3299	0	0
assessor366	366	3299	0	0
assessor336	336	3299	1	0
assessor132	132	3300	1	0
assessor216	216	3300	0	0
assessor0	0	3300	0	0
assessor505	505	3300	0	0
assessor537	537	3300	0	0
assessor119	119	3301	0	0
assessor10	10	3301	0	0
assessor260	260	3301	0	0
assessor104	104	3301	0	0
assessor349	349	3301	0	0
assessor397	397	3302	0	0
assessor179	179	3302	1	0
assessor435	435	3302	0	0
assessor436	436	3302	0	0
assessor258	258	3302	0	0
assessor287	287	3303	0	0
assessor435	435	3303	0	0
assessor452	452	3303	0	0
assessor144	144	3303	0	0
assessor89	89	3303	0	0
assessor439	439	3304	0	0
assessor235	235	3304	0	0
assessor84	84	3304	0	0
assessor63	63	3304	0	0
assessor163	163	3304	1	0
assessor203	203	3305	0	0
assessor111	111	3305	0	0
assessor564	564	3305	0	0
assessor484	484	3305	0	0
assessor4	4	3305	0	0
assessor104	104	3306	0	0
assessor242	242	3306	0	0
assessor447	447	3306	0	0
assessor27	27	3306	0	0
assessor177	177	3306	0	0
assessor556	556	3307	0	0
assessor82	82	3307	0	0
assessor361	361	3307	0	0
assessor140	140	3307	0	0
assessor368	368	3307	0	0
assessor158	158	3308	0	0
assessor435	435	3308	0	0
assessor91	91	3308	0	0
assessor332	332	3308	0	0
assessor503	503	3308	1	0
assessor381	381	3309	1	0
assessor220	220	3309	0	0
assessor111	111	3309	1	0
assessor346	346	3309	0	0
assessor186	186	3309	0	0
assessor306	306	3310	0	0
assessor261	261	3310	0	0
assessor399	399	3310	0	0
assessor85	85	3310	1	0
assessor30	30	3310	0	0
assessor566	566	3311	1	1
assessor417	417	3311	1	1
assessor13	13	3311	0	1
assessor42	42	3311	1	1
assessor536	536	3311	1	1
assessor407	407	3312	1	0
assessor126	126	3312	0	0
assessor387	387	3312	0	0
assessor336	336	3312	0	0
assessor93	93	3312	0	0
assessor296	296	3313	0	0
assessor555	555	3313	0	0
assessor448	448	3313	0	0
assessor21	21	3313	0	0
assessor102	102	3313	1	0
assessor35	35	3314	0	0
assessor436	436	3314	0	0
assessor445	445	3314	0	0
assessor289	289	3314	0	0
assessor368	368	3314	0	0
assessor438	438	3315	0	0
assessor230	230	3315	1	0
assessor278	278	3315	0	0
assessor415	415	3315	0	0
assessor31	31	3315	0	0
assessor75	75	3316	1	1
assessor118	118	3316	0	1
assessor336	336	3316	1	1
assessor246	246	3316	0	1
assessor435	435	3316	1	1
assessor491	491	3317	0	0
assessor495	495	3317	0	0
assessor472	472	3317	0	0
assessor85	85	3317	1	0
assessor272	272	3317	0	0
assessor119	119	3318	0	0
assessor537	537	3318	0	0
assessor136	136	3318	0	0
assessor99	99	3318	0	0
assessor445	445	3318	0	0
assessor359	359	3319	0	0
assessor246	246	3319	0	0
assessor193	193	3319	0	0
assessor224	224	3319	0	0
assessor378	378	3319	0	0
assessor231	231	3320	1	0
assessor25	25	3320	1	0
assessor193	193	3320	0	0
assessor523	523	3320	0	0
assessor419	419	3320	0	0
assessor78	78	3321	0	0
assessor369	369	3321	1	0
assessor498	498	3321	0	0
assessor176	176	3321	0	0
assessor227	227	3321	0	0
assessor164	164	3322	0	0
assessor310	310	3322	0	0
assessor336	336	3322	0	0
assessor148	148	3322	1	0
assessor534	534	3322	1	0
assessor70	70	3323	0	0
assessor168	168	3323	0	0
assessor59	59	3323	0	0
assessor420	420	3323	0	0
assessor157	157	3323	0	0
assessor372	372	3324	1	1
assessor459	459	3324	0	1
assessor429	429	3324	1	1
assessor305	305	3324	0	1
assessor296	296	3324	1	1
assessor591	591	3325	0	0
assessor102	102	3325	0	0
assessor471	471	3325	0	0
assessor60	60	3325	1	0
assessor494	494	3325	0	0
assessor182	182	3326	0	0
assessor504	504	3326	0	0
assessor104	104	3326	0	0
assessor376	376	3326	0	0
assessor498	498	3326	0	0
assessor230	230	3327	0	0
assessor151	151	3327	0	0
assessor417	417	3327	1	0
assessor541	541	3327	0	0
assessor497	497	3327	1	0
assessor80	80	3328	0	0
assessor152	152	3328	1	0
assessor578	578	3328	0	0
assessor153	153	3328	0	0
assessor504	504	3328	0	0
assessor20	20	3329	1	0
assessor243	243	3329	0	0
assessor366	366	3329	0	0
assessor416	416	3329	0	0
assessor59	59	3329	0	0
assessor164	164	3330	1	0
assessor456	456	3330	0	0
assessor171	171	3330	0	0
assessor182	182	3330	1	0
assessor595	595	3330	1	0
assessor198	198	3331	0	0
assessor237	237	3331	0	0
assessor267	267	3331	0	0
assessor240	240	3331	0	0
assessor462	462	3331	0	0
assessor405	405	3332	0	0
assessor465	465	3332	0	0
assessor574	574	3332	0	0
assessor87	87	3332	0	0
assessor280	280	3332	0	0
assessor405	405	3333	1	0
assessor92	92	3333	0	0
assessor296	296	3333	0	0
assessor560	560	3333	0	0
assessor421	421	3333	0	0
assessor135	135	3334	0	0
assessor575	575	3334	0	0
assessor339	339	3334	0	0
assessor497	497	3334	0	0
assessor470	470	3334	0	0
assessor148	148	3335	1	0
assessor8	8	3335	0	0
assessor400	400	3335	0	0
assessor540	540	3335	0	0
assessor291	291	3335	0	0
assessor279	279	3336	0	0
assessor311	311	3336	0	0
assessor473	473	3336	0	0
assessor482	482	3336	0	0
assessor437	437	3336	1	0
assessor458	458	3337	0	0
assessor302	302	3337	0	0
assessor141	141	3337	0	0
assessor362	362	3337	1	0
assessor139	139	3337	0	0
assessor165	165	3338	1	1
assessor80	80	3338	1	1
assessor504	504	3338	1	1
assessor291	291	3338	1	1
assessor571	571	3338	1	1
assessor528	528	3339	0	0
assessor502	502	3339	0	0
assessor280	280	3339	0	0
assessor523	523	3339	0	0
assessor251	251	3339	0	0
assessor472	472	3340	0	0
assessor152	152	3340	0	0
assessor127	127	3340	0	0
assessor221	221	3340	0	0
assessor190	190	3340	0	0
assessor416	416	3341	0	0
assessor21	21	3341	0	0
assessor457	457	3341	0	0
assessor294	294	3341	0	0
assessor108	108	3341	0	0
assessor557	557	3342	1	0
assessor146	146	3342	0	0
assessor402	402	3342	1	0
assessor178	178	3342	1	0
assessor436	436	3342	0	0
assessor199	199	3343	0	0
assessor243	243	3343	0	0
assessor188	188	3343	0	0
assessor38	38	3343	0	0
assessor428	428	3343	0	0
assessor456	456	3344	1	0
assessor43	43	3344	0	0
assessor467	467	3344	0	0
assessor507	507	3344	0	0
assessor527	527	3344	0	0
assessor327	327	3345	1	1
assessor571	571	3345	1	1
assessor45	45	3345	1	1
assessor155	155	3345	1	1
assessor115	115	3345	1	1
assessor9	9	3346	0	0
assessor125	125	3346	0	0
assessor124	124	3346	1	0
assessor499	499	3346	0	0
assessor454	454	3346	0	0
assessor125	125	3347	0	0
assessor39	39	3347	1	0
assessor388	388	3347	0	0
assessor423	423	3347	0	0
assessor298	298	3347	0	0
assessor311	311	3348	0	0
assessor363	363	3348	0	0
assessor0	0	3348	0	0
assessor178	178	3348	0	0
assessor589	589	3348	0	0
assessor412	412	3349	0	0
assessor597	597	3349	0	0
assessor78	78	3349	0	0
assessor332	332	3349	0	0
assessor214	214	3349	0	0
assessor129	129	3350	1	1
assessor384	384	3350	1	1
assessor484	484	3350	0	1
assessor300	300	3350	1	1
assessor163	163	3350	0	1
assessor295	295	3351	1	0
assessor104	104	3351	0	0
assessor496	496	3351	1	0
assessor503	503	3351	0	0
assessor81	81	3351	0	0
assessor192	192	3352	0	0
assessor273	273	3352	0	0
assessor467	467	3352	1	0
assessor375	375	3352	0	0
assessor213	213	3352	0	0
assessor584	584	3353	0	0
assessor100	100	3353	0	0
assessor168	168	3353	0	0
assessor441	441	3353	0	0
assessor409	409	3353	0	0
assessor302	302	3354	0	0
assessor253	253	3354	0	0
assessor599	599	3354	0	0
assessor502	502	3354	0	0
assessor146	146	3354	0	0
assessor131	131	3355	0	0
assessor264	264	3355	0	0
assessor107	107	3355	0	0
assessor411	411	3355	0	0
assessor184	184	3355	0	0
assessor335	335	3356	0	1
assessor333	333	3356	0	1
assessor230	230	3356	1	1
assessor299	299	3356	1	1
assessor415	415	3356	0	1
assessor104	104	3357	0	0
assessor120	120	3357	0	0
assessor337	337	3357	0	0
assessor28	28	3357	0	0
assessor382	382	3357	0	0
assessor306	306	3358	0	0
assessor14	14	3358	0	0
assessor491	491	3358	0	0
assessor360	360	3358	0	0
assessor45	45	3358	0	0
assessor126	126	3359	0	0
assessor414	414	3359	0	0
assessor289	289	3359	1	0
assessor343	343	3359	0	0
assessor563	563	3359	0	0
assessor125	125	3360	0	0
assessor412	412	3360	0	0
assessor429	429	3360	0	0
assessor558	558	3360	0	0
assessor334	334	3360	0	0
assessor334	334	3361	1	0
assessor387	387	3361	0	0
assessor477	477	3361	0	0
assessor507	507	3361	0	0
assessor169	169	3361	0	0
assessor495	495	3362	0	0
assessor467	467	3362	1	0
assessor347	347	3362	0	0
assessor567	567	3362	1	0
assessor355	355	3362	0	0
assessor503	503	3363	0	0
assessor379	379	3363	0	0
assessor124	124	3363	0	0
assessor568	568	3363	0	0
assessor68	68	3363	1	0
assessor382	382	3364	0	0
assessor309	309	3364	0	0
assessor203	203	3364	0	0
assessor265	265	3364	0	0
assessor130	130	3364	0	0
assessor67	67	3365	1	0
assessor198	198	3365	0	0
assessor427	427	3365	0	0
assessor571	571	3365	0	0
assessor36	36	3365	0	0
assessor88	88	3366	0	0
assessor305	305	3366	0	0
assessor379	379	3366	1	0
assessor542	542	3366	0	0
assessor36	36	3366	0	0
assessor191	191	3367	0	0
assessor307	307	3367	0	0
assessor6	6	3367	0	0
assessor230	230	3367	0	0
assessor512	512	3367	0	0
assessor316	316	3368	0	0
assessor285	285	3368	0	0
assessor3	3	3368	1	0
assessor25	25	3368	1	0
assessor152	152	3368	0	0
assessor588	588	3369	0	0
assessor66	66	3369	0	0
assessor293	293	3369	0	0
assessor542	542	3369	0	0
assessor271	271	3369	0	0
assessor436	436	3370	0	0
assessor387	387	3370	0	0
assessor433	433	3370	0	0
assessor533	533	3370	0	0
assessor228	228	3370	0	0
assessor310	310	3371	0	0
assessor496	496	3371	1	0
assessor454	454	3371	0	0
assessor162	162	3371	0	0
assessor291	291	3371	0	0
assessor115	115	3372	0	0
assessor268	268	3372	0	0
assessor32	32	3372	0	0
assessor416	416	3372	0	0
assessor72	72	3372	0	0
assessor388	388	3373	1	0
assessor500	500	3373	1	0
assessor359	359	3373	0	0
assessor160	160	3373	0	0
assessor399	399	3373	0	0
assessor477	477	3374	1	1
assessor584	584	3374	0	1
assessor347	347	3374	1	1
assessor497	497	3374	0	1
assessor46	46	3374	1	1
assessor267	267	3375	0	0
assessor421	421	3375	0	0
assessor81	81	3375	0	0
assessor576	576	3375	0	0
assessor353	353	3375	0	0
assessor265	265	3376	0	0
assessor439	439	3376	0	0
assessor34	34	3376	0	0
assessor484	484	3376	0	0
assessor137	137	3376	0	0
assessor309	309	3377	0	0
assessor186	186	3377	0	0
assessor335	335	3377	0	0
assessor12	12	3377	0	0
assessor540	540	3377	0	0
assessor351	351	3378	1	1
assessor527	527	3378	1	1
assessor555	555	3378	1	1
assessor98	98	3378	1	1
assessor203	203	3378	1	1
assessor267	267	3379	0	0
assessor67	67	3379	1	0
assessor161	161	3379	1	0
assessor159	159	3379	0	0
assessor314	314	3379	0	0
assessor493	493	3380	0	0
assessor449	449	3380	1	0
assessor5	5	3380	0	0
assessor344	344	3380	0	0
assessor481	481	3380	0	0
assessor229	229	3381	0	0
assessor440	440	3381	0	0
assessor113	113	3381	1	0
assessor468	468	3381	0	0
assessor69	69	3381	0	0
assessor393	393	3382	0	0
assessor216	216	3382	0	0
assessor108	108	3382	0	0
assessor263	263	3382	0	0
assessor100	100	3382	0	0
assessor324	324	3383	0	0
assessor91	91	3383	1	0
assessor6	6	3383	0	0
assessor439	439	3383	0	0
assessor289	289	3383	0	0
assessor131	131	3384	0	0
assessor401	401	3384	0	0
assessor194	194	3384	1	0
assessor598	598	3384	0	0
assessor3	3	3384	0	0
assessor379	379	3385	0	0
assessor96	96	3385	1	0
assessor364	364	3385	0	0
assessor27	27	3385	0	0
assessor242	242	3385	0	0
assessor417	417	3386	1	0
assessor48	48	3386	1	0
assessor190	190	3386	0	0
assessor56	56	3386	1	0
assessor384	384	3386	0	0
assessor274	274	3387	1	0
assessor580	580	3387	0	0
assessor363	363	3387	0	0
assessor362	362	3387	0	0
assessor84	84	3387	0	0
assessor453	453	3388	0	0
assessor589	589	3388	0	0
assessor301	301	3388	0	0
assessor379	379	3388	0	0
assessor167	167	3388	0	0
assessor510	510	3389	0	0
assessor362	362	3389	0	0
assessor174	174	3389	0	0
assessor139	139	3389	0	0
assessor198	198	3389	0	0
assessor457	457	3390	0	0
assessor215	215	3390	0	0
assessor81	81	3390	0	0
assessor410	410	3390	1	0
assessor228	228	3390	0	0
assessor267	267	3391	0	0
assessor54	54	3391	0	0
assessor544	544	3391	1	0
assessor318	318	3391	0	0
assessor459	459	3391	0	0
assessor558	558	3392	0	0
assessor241	241	3392	0	0
assessor23	23	3392	0	0
assessor492	492	3392	0	0
assessor298	298	3392	0	0
assessor419	419	3393	0	0
assessor277	277	3393	1	0
assessor523	523	3393	0	0
assessor14	14	3393	0	0
assessor276	276	3393	0	0
assessor71	71	3394	0	0
assessor396	396	3394	0	0
assessor490	490	3394	0	0
assessor382	382	3394	1	0
assessor215	215	3394	0	0
assessor263	263	3395	0	0
assessor248	248	3395	0	0
assessor128	128	3395	0	0
assessor578	578	3395	0	0
assessor183	183	3395	1	0
assessor441	441	3396	0	0
assessor226	226	3396	0	0
assessor352	352	3396	0	0
assessor367	367	3396	0	0
assessor523	523	3396	0	0
assessor533	533	3397	1	1
assessor59	59	3397	1	1
assessor79	79	3397	1	1
assessor384	384	3397	1	1
assessor102	102	3397	0	1
assessor449	449	3398	0	0
assessor14	14	3398	0	0
assessor221	221	3398	0	0
assessor231	231	3398	0	0
assessor15	15	3398	1	0
assessor3	3	3399	1	1
assessor289	289	3399	1	1
assessor572	572	3399	1	1
assessor545	545	3399	1	1
assessor114	114	3399	1	1
assessor46	46	3400	0	0
assessor203	203	3400	0	0
assessor273	273	3400	0	0
assessor249	249	3400	0	0
assessor589	589	3400	0	0
assessor22	22	3401	0	0
assessor287	287	3401	1	0
assessor37	37	3401	0	0
assessor314	314	3401	1	0
assessor82	82	3401	0	0
assessor135	135	3402	0	0
assessor46	46	3402	0	0
assessor216	216	3402	0	0
assessor150	150	3402	0	0
assessor353	353	3402	1	0
assessor481	481	3403	0	0
assessor292	292	3403	0	0
assessor183	183	3403	0	0
assessor269	269	3403	0	0
assessor316	316	3403	0	0
assessor117	117	3404	0	0
assessor488	488	3404	0	0
assessor371	371	3404	0	0
assessor541	541	3404	0	0
assessor395	395	3404	0	0
assessor46	46	3405	0	0
assessor9	9	3405	0	0
assessor376	376	3405	0	0
assessor221	221	3405	0	0
assessor331	331	3405	0	0
assessor420	420	3406	0	0
assessor190	190	3406	0	0
assessor583	583	3406	0	0
assessor329	329	3406	0	0
assessor53	53	3406	1	0
assessor96	96	3407	0	0
assessor386	386	3407	0	0
assessor482	482	3407	1	0
assessor171	171	3407	0	0
assessor459	459	3407	1	0
assessor534	534	3408	0	0
assessor21	21	3408	1	0
assessor214	214	3408	0	0
assessor413	413	3408	0	0
assessor468	468	3408	1	0
assessor496	496	3409	0	0
assessor48	48	3409	1	0
assessor155	155	3409	0	0
assessor366	366	3409	0	0
assessor330	330	3409	0	0
assessor562	562	3410	1	0
assessor406	406	3410	0	0
assessor289	289	3410	0	0
assessor585	585	3410	0	0
assessor578	578	3410	0	0
assessor273	273	3411	0	0
assessor378	378	3411	0	0
assessor85	85	3411	0	0
assessor344	344	3411	1	0
assessor41	41	3411	0	0
assessor21	21	3412	0	0
assessor571	571	3412	0	0
assessor331	331	3412	0	0
assessor490	490	3412	0	0
assessor215	215	3412	0	0
assessor416	416	3413	1	1
assessor76	76	3413	1	1
assessor95	95	3413	0	1
assessor479	479	3413	1	1
assessor127	127	3413	1	1
assessor154	154	3414	1	0
assessor548	548	3414	0	0
assessor523	523	3414	1	0
assessor145	145	3414	0	0
assessor391	391	3414	0	0
assessor549	549	3415	1	1
assessor538	538	3415	1	1
assessor121	121	3415	1	1
assessor118	118	3415	0	1
assessor400	400	3415	0	1
assessor106	106	3416	0	0
assessor11	11	3416	0	0
assessor180	180	3416	0	0
assessor368	368	3416	0	0
assessor23	23	3416	0	0
assessor329	329	3417	0	0
assessor396	396	3417	1	0
assessor519	519	3417	0	0
assessor557	557	3417	0	0
assessor499	499	3417	1	0
assessor445	445	3418	0	0
assessor559	559	3418	0	0
assessor537	537	3418	0	0
assessor177	177	3418	0	0
assessor388	388	3418	0	0
assessor512	512	3419	0	1
assessor162	162	3419	1	1
assessor253	253	3419	1	1
assessor394	394	3419	1	1
assessor187	187	3419	1	1
assessor403	403	3420	0	0
assessor401	401	3420	0	0
assessor221	221	3420	1	0
assessor321	321	3420	0	0
assessor77	77	3420	0	0
assessor170	170	3421	0	0
assessor120	120	3421	0	0
assessor587	587	3421	1	0
assessor150	150	3421	0	0
assessor112	112	3421	0	0
assessor562	562	3422	0	0
assessor269	269	3422	0	0
assessor78	78	3422	0	0
assessor377	377	3422	0	0
assessor22	22	3422	1	0
assessor573	573	3423	0	0
assessor258	258	3423	0	0
assessor127	127	3423	0	0
assessor514	514	3423	0	0
assessor1	1	3423	1	0
assessor51	51	3424	0	0
assessor413	413	3424	0	0
assessor220	220	3424	0	0
assessor53	53	3424	1	0
assessor334	334	3424	0	0
assessor143	143	3425	0	0
assessor21	21	3425	0	0
assessor238	238	3425	0	0
assessor561	561	3425	0	0
assessor264	264	3425	0	0
assessor171	171	3426	0	0
assessor525	525	3426	0	0
assessor599	599	3426	0	0
assessor572	572	3426	0	0
assessor12	12	3426	0	0
assessor470	470	3427	0	0
assessor330	330	3427	0	0
assessor113	113	3427	0	0
assessor417	417	3427	0	0
assessor258	258	3427	1	0
assessor456	456	3428	0	0
assessor406	406	3428	0	0
assessor154	154	3428	0	0
assessor253	253	3428	0	0
assessor596	596	3428	0	0
assessor253	253	3429	1	1
assessor549	549	3429	1	1
assessor182	182	3429	1	1
assessor544	544	3429	1	1
assessor56	56	3429	0	1
assessor377	377	3430	1	0
assessor6	6	3430	0	0
assessor135	135	3430	0	0
assessor481	481	3430	0	0
assessor312	312	3430	0	0
assessor326	326	3431	0	0
assessor486	486	3431	0	0
assessor228	228	3431	1	0
assessor431	431	3431	0	0
assessor363	363	3431	1	0
assessor214	214	3432	0	0
assessor88	88	3432	0	0
assessor341	341	3432	0	0
assessor546	546	3432	0	0
assessor586	586	3432	1	0
assessor374	374	3433	0	0
assessor79	79	3433	0	0
assessor111	111	3433	0	0
assessor342	342	3433	0	0
assessor324	324	3433	0	0
assessor512	512	3434	0	0
assessor535	535	3434	0	0
assessor276	276	3434	0	0
assessor551	551	3434	0	0
assessor380	380	3434	0	0
assessor338	338	3435	1	1
assessor175	175	3435	0	1
assessor529	529	3435	1	1
assessor387	387	3435	1	1
assessor196	196	3435	1	1
assessor49	49	3436	0	0
assessor358	358	3436	1	0
assessor462	462	3436	0	0
assessor582	582	3436	0	0
assessor383	383	3436	0	0
assessor81	81	3437	0	0
assessor47	47	3437	0	0
assessor335	335	3437	1	0
assessor244	244	3437	0	0
assessor417	417	3437	0	0
assessor547	547	3438	0	0
assessor524	524	3438	0	0
assessor73	73	3438	1	0
assessor481	481	3438	0	0
assessor154	154	3438	0	0
assessor53	53	3439	0	0
assessor469	469	3439	1	0
assessor41	41	3439	0	0
assessor546	546	3439	0	0
assessor212	212	3439	0	0
assessor245	245	3440	0	0
assessor441	441	3440	0	0
assessor226	226	3440	0	0
assessor526	526	3440	0	0
assessor334	334	3440	0	0
assessor396	396	3441	0	0
assessor345	345	3441	0	0
assessor269	269	3441	1	0
assessor530	530	3441	1	0
assessor514	514	3441	0	0
assessor345	345	3442	0	0
assessor449	449	3442	0	0
assessor412	412	3442	0	0
assessor487	487	3442	0	0
assessor462	462	3442	0	0
assessor278	278	3443	0	0
assessor376	376	3443	0	0
assessor587	587	3443	0	0
assessor512	512	3443	1	0
assessor541	541	3443	0	0
assessor270	270	3444	0	0
assessor309	309	3444	0	0
assessor216	216	3444	0	0
assessor227	227	3444	0	0
assessor552	552	3444	0	0
assessor536	536	3445	0	0
assessor333	333	3445	0	0
assessor372	372	3445	0	0
assessor397	397	3445	0	0
assessor74	74	3445	0	0
assessor342	342	3446	1	0
assessor296	296	3446	0	0
assessor199	199	3446	0	0
assessor274	274	3446	0	0
assessor180	180	3446	0	0
assessor105	105	3447	1	1
assessor388	388	3447	1	1
assessor100	100	3447	1	1
assessor213	213	3447	1	1
assessor29	29	3447	1	1
assessor277	277	3448	0	0
assessor375	375	3448	0	0
assessor65	65	3448	0	0
assessor554	554	3448	0	0
assessor544	544	3448	0	0
assessor460	460	3449	0	0
assessor482	482	3449	0	0
assessor88	88	3449	1	0
assessor277	277	3449	1	0
assessor331	331	3449	0	0
assessor54	54	3450	0	0
assessor501	501	3450	0	0
assessor303	303	3450	0	0
assessor252	252	3450	0	0
assessor436	436	3450	0	0
assessor170	170	3451	0	0
assessor470	470	3451	1	0
assessor407	407	3451	1	0
assessor597	597	3451	0	0
assessor545	545	3451	0	0
assessor148	148	3452	1	0
assessor431	431	3452	0	0
assessor252	252	3452	0	0
assessor493	493	3452	0	0
assessor2	2	3452	0	0
assessor284	284	3453	1	1
assessor53	53	3453	1	1
assessor565	565	3453	1	1
assessor375	375	3453	1	1
assessor555	555	3453	1	1
assessor161	161	3454	0	0
assessor115	115	3454	0	0
assessor318	318	3454	0	0
assessor412	412	3454	0	0
assessor528	528	3454	0	0
assessor292	292	3455	0	0
assessor268	268	3455	0	0
assessor585	585	3455	1	0
assessor468	468	3455	0	0
assessor198	198	3455	0	0
assessor490	490	3456	1	1
assessor464	464	3456	1	1
assessor323	323	3456	1	1
assessor136	136	3456	1	1
assessor333	333	3456	1	1
assessor552	552	3457	0	0
assessor467	467	3457	0	0
assessor198	198	3457	0	0
assessor256	256	3457	0	0
assessor240	240	3457	0	0
assessor69	69	3458	0	0
assessor125	125	3458	0	0
assessor472	472	3458	0	0
assessor102	102	3458	0	0
assessor369	369	3458	0	0
assessor170	170	3459	0	0
assessor550	550	3459	0	0
assessor400	400	3459	0	0
assessor322	322	3459	0	0
assessor376	376	3459	0	0
assessor194	194	3460	1	0
assessor437	437	3460	0	0
assessor434	434	3460	1	0
assessor284	284	3460	0	0
assessor365	365	3460	0	0
assessor483	483	3461	0	0
assessor498	498	3461	0	0
assessor171	171	3461	0	0
assessor431	431	3461	0	0
assessor313	313	3461	0	0
assessor345	345	3462	1	1
assessor502	502	3462	0	1
assessor218	218	3462	0	1
assessor111	111	3462	0	1
assessor13	13	3462	1	1
assessor66	66	3463	1	0
assessor416	416	3463	0	0
assessor227	227	3463	0	0
assessor361	361	3463	0	0
assessor442	442	3463	1	0
assessor546	546	3464	1	1
assessor502	502	3464	1	1
assessor42	42	3464	1	1
assessor113	113	3464	1	1
assessor212	212	3464	0	1
assessor368	368	3465	0	1
assessor496	496	3465	1	1
assessor348	348	3465	1	1
assessor74	74	3465	1	1
assessor61	61	3465	0	1
assessor160	160	3466	0	0
assessor369	369	3466	0	0
assessor388	388	3466	0	0
assessor274	274	3466	0	0
assessor389	389	3466	0	0
assessor324	324	3467	0	0
assessor254	254	3467	0	0
assessor500	500	3467	0	0
assessor495	495	3467	0	0
assessor269	269	3467	0	0
assessor60	60	3468	0	0
assessor404	404	3468	0	0
assessor330	330	3468	1	0
assessor449	449	3468	0	0
assessor595	595	3468	0	0
assessor315	315	3469	0	0
assessor558	558	3469	0	0
assessor139	139	3469	0	0
assessor338	338	3469	0	0
assessor522	522	3469	0	0
assessor111	111	3470	1	0
assessor225	225	3470	0	0
assessor494	494	3470	0	0
assessor193	193	3470	0	0
assessor140	140	3470	0	0
assessor473	473	3471	0	0
assessor486	486	3471	1	0
assessor49	49	3471	0	0
